					5G v 5G								4G v 4G								5G v 4G								4G v 5G								
J	P	Name	Team	GP	TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		
43	D	MIKE WEAVER	mon	17	229	0.6	0.6	0.2	-0.2	1.0	1.6		6	0.1	0.1	-0.0	-0.0	-0.0	-0.0		5	-0.4	-1.0	0.2	-0.0	0.1	-0.7		50	-4.1	0.8	0.0	0.4	-0.5	0.7		
45	R	MIKE BLUNDEN	mon	7	40	-1.9	-1.9	0.0	-0.0	0.4	-1.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	-0.0	0.0	0.0	-0.0		0	-0.0	0.0	0.0	0.0	-0.0	0.1		
48	C	DANIEL BRIERE	mon	69	751	-2.3	-2.3	0.1	-0.2	2.7	0.2		6	0.0	0.0	-0.1	-0.0	-0.0	-0.1		107	6.5	-3.9	0.1	-0.2	1.3	-2.6		0	-0.0	0.0	-0.0	0.0	-0.0	0.0		
49	L	MICHAËL BOURNIVAL	mon	60	554	-4.1	-4.1	0.3	-0.0	2.2	-1.6		2	-0.1	-0.1	-0.0	0.0	0.0	-0.0		15	1.7	0.1	0.0	-0.0	0.3	0.4		37	-2.9	0.7	-0.2	0.2	-0.4	0.3		
51	C	DAVID DESHARNAIS	mon	79	1098	-0.5	-0.5	-1.8	-0.1	2.6	0.3		41	-0.4	-0.4	-0.1	-0.0	0.0	-0.5		196	15.6	-3.3	-0.4	-0.3	2.3	-1.7		10	-0.4	0.6	-0.4	0.0	-0.2	0.1		
53	C	RYAN WHITE	mon	52	410	-4.7	-4.7	1.5	-0.9	2.2	-1.8		2	0.0	-0.0	0.1	0.0	-0.0	0.1		3	0.1	-0.2	0.0	-0.0	0.1	-0.1		94	-8.3	0.8	-0.7	0.2	-1.0	-0.6		
55	D	FRANCIS BOUILLON	mon	52	801	-7.7	-7.7	0.1	-0.7	3.0	-5.4		27	0.4	0.4	0.1	0.0	-0.0	0.5		57	3.7	-1.8	0.3	-0.1	0.8	-0.8		23	-0.1	2.1	-0.4	0.0	-0.2	1.5		
57	C	MARTIN ST PIERRE	mon	1	9	0.1	0.1	-0.0	-0.0	0.1	0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.1	-0.0	0.0	0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
60	L	CHRISTIAN THOMAS	mon	2	13	-0.7	-0.7	-0.0	0.1	0.0	-0.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
61	D	RAPHAEL DIAZ	mon	46	661	-4.1	-4.1	0.3	-0.2	2.4	-1.6		19	0.5	0.5	0.1	-0.0	-0.1	0.5		52	3.7	-1.3	0.4	-0.1	0.7	-0.3		119	-10.0	1.4	0.6	0.7	-1.4	1.3		
67	L	MAX PACIORETTY	mon	73	1006	1.6	1.6	-1.9	0.4	2.6	2.6		41	0.3	0.3	-0.0	-0.1	0.1	0.3		206	18.3	-1.5	-0.6	-0.3	2.8	0.4		71	-3.9	3.0	-0.3	0.1	-0.9	1.9		
71	C	LOUIS LEBLANC	mon	8	75	0.4	0.4	-0.1	-0.0	0.3	0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.0	-0.1	0.0	0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
74	D	ALEXEI EMELIN	mon	59	961	-3.9	-3.9	0.8	0.7	2.5	0.1		36	-0.8	-0.8	0.1	0.1	-0.0	-0.7		30	1.6	-1.3	0.6	-0.1	0.5	-0.4		99	-11.7	-2.1	0.1	0.5	-1.0	-2.5		
76	D	P.K. SUBBAN	mon	82	1490	-5.3	-5.3	-0.6	-0.2	4.6	-1.5		71	1.2	1.2	-0.1	-0.2	-0.1	0.9		363	32.0	-3.0	-1.3	-1.0	4.7	-0.6		55	-3.7	1.6	-0.5	0.1	-0.6	0.6		
79	D	ANDREI MARKOV	mon	81	1367	-0.6	-0.6	0.4	-0.1	4.2	3.9		69	-1.6	-1.6	-0.0	0.1	-0.2	-1.7		342	30.3	-2.6	-1.1	-0.9	4.5	-0.1		190	-17.3	1.0	-0.3	0.7	-1.8	-0.4		
81	C	LARS ELLER	mon	77	994	-2.6	-2.7	-0.0	-0.5	3.4	0.2		38	-0.8	-0.8	0.2	-0.1	-0.2	-0.9		85	7.0	-1.2	0.2	-0.7	1.2	-0.4		97	-6.0	3.4	-0.1	0.1	-1.1	2.2		
82	R	PATRICK HOLLAND	mon	5	30	-1.4	-1.4	0.1	-0.0	0.3	-1.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	-0.0	0.0	0.0	-0.0		4	-0.2	0.2	-0.1	0.0	-0.1	0.0		
3	D	SETH JONES	nsh	77	1187	-3.9	-3.9	-1.0	-0.2	-1.3	-6.5		28	1.3	1.3	-0.0	-0.0	-0.3	1.0		140	13.5	0.1	-0.2	0.1	-0.5	-0.5		128	-13.5	-1.1	-0.2	0.6	0.9	0.3		
4	D	RYAN ELLIS	nsh	80	1102	9.0	9.0	-1.4	-1.2	-0.8	5.5		32	1.6	1.6	-0.0	-0.1	-0.4	1.1		127	13.5	1.3	0.1	0.1	-0.4	0.9		5	-0.4	0.2	-0.0	0.0	0.1	0.2		
5	D	MICHAEL DEL ZOTTO	nsh	21	318	-0.5	-0.5	-0.3	-0.7	-0.3	-1.8		10	0.3	0.3	-0.0	-0.1	-0.2	0.0		5	0.7	0.2	0.0	0.0	-0.1	0.2		5	-1.1	-0.5	-0.1	0.1	0.1	-0.4		
6	D	SHEA WEBER	nsh	79	1593	-1.6	-1.6	0.5	3.7	-2.2	0.5		54	-0.4	-0.4	-0.0	0.0	-0.5	-0.9		228	22.4	0.5	-0.5	0.2	-0.3	-0.1		203	-22.7	-3.1	0.4	0.5	1.5	-0.6		
7	C	MATT CULLEN	nsh	77	957	5.5	5.5	-0.7	0.2	-1.4	3.6		21	-0.2	-0.2	0.1	0.1	-0.2	-0.3		158	14.8	-0.4	-0.1	0.2	-0.7	-1.0		34	-3.8	-0.5	-0.1	0.1	0.2	-0.4		
8	D	KEVIN KLEIN	nsh	47	760	-1.1	-1.1	-0.3	-0.2	-0.6	-2.1		10	0.1	0.1	0.0	0.0	-0.1	-0.0		2	0.1	-0.1	0.1	0.0	-0.0	-0.0		92	-7.6	1.3	-0.4	-0.0	0.5	1.4		
9	C	FILIP FORSBERG	nsh	13	118	-1.3	-1.3	-0.1	-0.1	0.0	-1.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		23	1.9	-0.3	0.1	0.0	-0.0	-0.3		0	0.0	0.0	0.0	0.0	0.0	0.0		
11	C	DAVID LEGWAND	nsh	62	829	-0.5	-0.5	-0.6	1.3	-0.8	-0.5		28	0.2	0.2	-0.0	0.2	-0.4	0.0		170	17.5	1.1	-0.3	0.2	-0.1	0.9		6	-1.0	-0.4	-0.1	0.0	0.1	-0.4		
12	C	MIKE FISHER	nsh	75	1119	1.8	1.8	0.6	2.4	-1.8	2.9		39	0.4	0.4	-0.1	0.0	-0.4	-0.1		196	20.0	1.0	-0.4	0.4	-0.2	0.8		107	-10.8	-0.6	0.1	0.2	0.9	0.7		
13	C	NICK SPALING	nsh	71	907	-4.5	-4.5	-1.1	0.7	-1.2	-6.1		15	0.1	0.1	-0.1	0.0	-0.1	-0.1		74	7.8	0.7	0.3	0.3	-0.3	1.0		98	-10.7	-1.2	-0.2	0.0	0.7	-0.7		
15	C	CRAIG SMITH	nsh	79	1077	4.7	4.6	-1.4	1.2	-1.5	2.9		34	1.2	1.2	0.0	-0.1	-0.3	0.7		143	15.1	1.3	0.2	0.2	-0.6	1.2		0	0.0	0.1	0.0	-0.0	0.0	0.1		
16	L	RICH CLUNE	nsh	58	486	-4.4	-4.4	0.2	-1.5	-0.1	-5.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.1	0.0	-0.0	0.0	-0.1		10	-1.4	-0.4	-0.1	0.1	0.1	-0.4		
17	R	PATRICK EAVES	nsh	5	42	0.3	0.3	0.0	-0.2	0.0	0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		6	-1.3	-0.7	-0.0	0.1	0.0	-0.5		
18	D	MICHAEL DEL ZOTTO	nsh	4	63	0.1	0.1	-0.1	-0.1	0.0	-0.2		1	0.0	-0.0	0.0	0.0	-0.0	0.0		0	0.0	-0.0	-0.0	0.0	-0.0	-0.0		4	-0.3	0.1	-0.0	-0.0	0.1	0.1		
19	C	CALLE JARNKROK	nsh	12	147	2.6	2.6	-0.1	-0.1	-0.3	2.0		2	-0.0	-0.0	-0.0	0.0	-0.0	-0.0		13	2.3	1.0	0.0	-0.3	-0.1	0.7		0	-0.2	-0.2	0.0	-0.0	0.0	-0.2		
21	C	SIMON MOSER	nsh	6	56	1.4	1.4	-0.2	0.0	0.0	1.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	-0.1	0.1	0.0	-0.0	0.0	0.1		
24	L	ERIC NYSTROM	nsh	79	1004	-2.7	-2.7	-0.0	0.1	-0.6	-3.3		3	-0.1	-0.1	0.0	0.0	-0.0	-0.1		4	0.3	-0.2	0.0	0.0	0.0	-0.2		135	-16.8	-3.8	-0.2	0.2	0.7	-3.1		
25	L	VIKTOR STALBERG	nsh	70	846	1.1	1.1	-0.5	-0.4	-0.4	-0.2		9	-0.6	-0.6	-0.0	0.0	-0.1	-0.7		13	0.5	-0.8	0.0	-0.1	-0.0	-0.9		1	-0.2	-0.1	-0.1	0.0	0.0	-0.1		
26	C	MATT HENDRICKS	nsh	44	400	-1.6	-1.6	-0.1	-0.8	0.1	-2.4		1	-0.0	-0.0	0.0	-0.0	-0.0	-0.1		1	0.1	-0.0	0.0	0.0	0.0	0.0		104	-8.8	1.2	-0.1	0.4	0.5	2.1		
27	R	PATRIC HORNQVIST	nsh	76	1041	6.9	6.9	-1.3	1.9	-1.4	6.1		10	0.4	0.4	0.0	0.1	-0.1	0.4		211	20.5	0.2	-0.6	0.4	-0.3	-0.3		0	0.0	0.0	-0.0	0.0	0.0	0.0		
28	C	PAUL GAUSTAD	nsh	75	807	-2.9	-2.9	3.9	-0.5	0.6	1.0		8	0.5	0.5	0.2	-0.1	-0.1	0.6		4	0.3	-0.1	0.1	-0.0	0.0	0.0		185	-19.8	-2.0	0.5	0.8	1.0	0.4		
29	C	MARK VAN GUILDER	nsh	1	7	-0.1	-0.1	-0.0	-0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	-0.0	0.0	-0.0	-0.0	0.0	-0.0		
33	C	COLIN WILSON	nsh	81	1076	3.0	3.0	-1.3	0.4	-1.4	0.7		28	0.7	0.7	0.0	-0.2	-0.3	0.2		122	10.4	-1.4	-0.1	0.5	-0.5	-1.5		0	-0.2	-0.2	0.0	0.0	0.0	-0.1		
41	L	TAYLOR BECK	nsh	7	78	-0.2	-0.2	-0.3	0.0	-0.2	-0.7		0	0.0	-0.0	0.0	-0.0	-0.0	-0.0		4	0.6	0.1	0.0	0.1	-0.0	0.2		0	0.0	0.0	0.0	0.0	0.0	0.0		
42	D	MATTIAS EKHOLM	nsh	62	920	6.9	6.9	-0.7	-0.8	-0.9	4.5		24	-0.1	-0.1	0.1	0.1	-0.4	-0.4		11	1.5	0.3	0.1	0.1	-0.0	0.5		74	-6.6	0.5	-0.5	0.1	0.5	0.6		
47	D	JOE PISKULA	nsh	2	23	0.6	0.6	-0.1	-0.1	-0.0	0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
57	L	GABRIEL BOURQUE	nsh	74	915	7.8	7.8	-1.4	0.1	-1.6	4.9		14	0.3	0.3	-0.0	0.0	-0.1	0.1		30	2.7	-0.2	0.2	-0.0	-0.1	-0.1		54	-5.0	0.3	-0.4	0.1	0.4	0.3		
59	D	ROMAN JOSI	nsh	72	1424	0.8	0.8	0.6	3.2	-1.8	2.7		47	0.2	0.2	-0.1	0.1	-0.2	-0.0		210	20.0	-0.3	-0.2	0.4	-0.4	-0.5		176	-21.5	-4.6	0.4	0.7	1.0	-2.5		
64	D	VICTOR BARTLEY	nsh	50	684	-1.1	-1.1	-0.1	-0.9	-0.3	-2.3		7	-0.0	-0.0	0.0	0.0	-0.1	-0.1		2	0.4	0.2	0.0	0.0	-0.0	0.2		72	-7.4	-0.4	-0.3	-0.2	0.3	-0.7		
84	C	COLTON SISSONS	nsh	17	166	-0.3	-0.3	0.0	-0.7	0.1	-0.8		0	0.0	0.0	0.0	-0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		12	-0.7	0.5	-0.1	-0.0	0.1	0.5		
2	D	MAREK ZIDLICKY	njd	81	1418	8.5	8.5	-1.0	-0.9	-6.5	0.2		55	-0.1	-0.1	-0.1	-0.2	0.3	-0.1		220	17.8	-3.4	-0.9	-0.6	2.8	-2.1		18	-1.6	0.1	-0.3	-0.0	0.1	-0.1		
5	D	ADAM LARSSON	njd	26	410	1.0	1.0	-0.3	-0.2	-1.6	-1.1		13	-0.7	-0.7	0.1	-0.2	0.2	-0.6		12	0.4	-0.8	0.1	-0.1	0.1	-0.6		19	-2.4	-0.6	-0.3	0.0	-0.0	-0.9		
6	D	ANDY GREENE	njd	82	1425	15.3	15.3	2.3	0.2	-7.6	10.1		61	0.5	0.5	0.3	-0.1	0.2	0.8		187	17.0	-1.0	0.6	-0.4	2.3	1.4		283	-25.2	2.0	0.2	0.6	-0.6	2.2		
7	D	MARK FAYNE	njd	72	1127	10.9	10.9	1.7	0.1	-6.4	6.3		19	0.5	0.5	0.0	0.1	-0.0	0.6		4	0.2	-0.3	0.1	-0.0	0.1	-0.2		138	-13.0	0.3	0.3	-0.1	-0.4	-0.0		
8	C	DAINIUS ZUBRUS	njd	82	1173	9.0	9.0	0.7	0.1	-7.2	2.7		26	-0.0	-0.0	0.1	0.1	0.1	0.3		32	2.0	-1.1	0.3	0.1	0.4	-0.4		173	-18.5	-1.8	0.3	0.6	-0.2	-1.2		
9	L	MATTIAS TEDENBY	njd	15	149	-0.3	-0.3	0.1	0.0	-0.6	-0.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.1	-0.1	0.0	0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	0.0		
9	R	MIKE SISLO	njd	14	114	3.1	3.1	-0.0	-0.7	-0.4	1.9		1	-0.3	-0.3	0.0	-0.0	0.1	-0.3		0	0.0	-0.0	0.0	0.0	0.0	0.0		7	-0.8	-0.1	-0.0	0.0	-0.1	-0.1		
9	R	JOE WHITNEY	njd	1	7	-0.4	-0.4	-0.2	0.0	-0.1	-0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
10	D	PETER HARROLD	njd	33	513	1.6	1.6	0.4	-0.8	-2.3	-1.1		17	0.4	0.4	-0.1	-0.0	0.1	0.3		32	1.2	-1.9	0.3	-0.1	0.4	-1.2		29	-3.3	-0.4	-0.1	0.3	-0.1	-0.4		
11	R	STEPHEN GIONTA	njd	66	702	2.0	2.0	2.2	-1.4	-2.3	0.4		7	0.0	0.0	0.0	0.0	-0.0	0.1		1	-0.1	-0.3	0.1	-0.0	0.1	-0.2		119	-11.2	0.3	0.3	0.3	-0.4	0.5		
12	C	DAMIEN BRUNNER	njd	60	663	1.1	1.1	-0.1	-0.9	-3.0	-2.9		10	-0.2	-0.2	0.0	-0.1	0.1	-0.2		121	8.6	-3.0	0.1	-0.2	1.5	-1.6		0	-0.1	-0.1	0.0	0.0	-0.0	-0.1		
14	C	ADAM HENRIQUE	njd	77	1017	5.3	5.3	1.1	-0.4	-3.9	2.1		31	0.7	0.7	0.2	-0.3	-0.0	0.6		148	12.6	-1.7	0.6	-0.5	1.6	0.0		164	-13.5	2.3	0.1	0.5	-0.3	2.5		
15	C	REID BOUCHER	njd	23	234	-0.4	-0.4	-0.3	-0.2	-1.2	-2.1		1	0.1	0.1	-0.0	0.0	-0.0	0.1		19	1.2	-0.6	0.1	-0.1	0.2	-0.5		0	0.1	0.1	-0.0	-0.0	-0.0	0.1		
15	R	TUOMO RUUTU	njd	19	260	1.8	1.7	-0.2	-0.4	-1.7	-0.5		3	-0.3	-0.3	-0.0	-0.1	0.1	-0.3		9	1.1	0.2	-0.0	0.0	0.1	0.3		8	-0.6	0.2	-0.1	-0.2	-0.0	-0.1		
16	C	JACOB JOSEFSON	njd	27	232	-2.4	-2.4	-0.3	0.1	-0.9	-3.5		0	0.0	-0.0	-0.0	-0.0	0.0	-0.0		1	0.0	-0.2	0.0	0.0	0.0	-0.1		30	-3.1	-0.2	-0.1	0.1	-0.1	-0.3		
17	R	MICHAEL RYDER	njd	82	1059	1.8	1.8	1.1	-0.7	-4.4	-2.2		23	0.2	0.2	0.1	-0.1	0.1	0.2		177	13.9	-3.2	0.7	0.3	1.9	-0.2		0	0.0	0.0	0.0	-0.0	-0.0	0.0		
18	R	STEVE BERNIER	njd	78	905	3.6	3.6	1.3	-1.4	-3.0	0.5		5	0.4	0.4	-0.0	-0.1	0.0	0.3		68	5.1	-1.5	0.1	0.0	1.0	-0.3		1	-0.1	0.0	-0.1	0.0	0.0	-0.1		
19	C	TRAVIS ZAJAC	njd	80	1178	16.7	16.7	-0.4	1.2	-6.9	10.5		41	-0.6	-0.6	-0.1	-0.1	0.3	-0.5		197	16.9	-2.1	-0.7	-0.5	2.8	-0.5		153	-17.5	-2.7	0.6	0.4	-0.3	-2.1		
20	C	RYAN CARTER	njd	62	646	0.2	0.2	1.2	-1.5	-2.5	-2.6		1	0.0	-0.0	-0.0	-0.0	-0.0	-0.0		3	0.1	-0.2	0.0	-0.0	0.1	-0.2		57	-4.4	1.1	-0.2	0.3	-0.1	1.1		
21	C	ANDREI LOKTIONOV	njd	48	523	4.3	4.3	-0.7	-0.5	-2.0	1.0		11	0.1	0.1	0.0	0.0	0.1	0.2		28	1.5	-1.3	0.0	-0.0	0.4	-0.9		22	-1.6	0.6	-0.3	-0.1	-0.0	0.2		
22	D	ERIC GELINAS	njd	60	827	-0.8	-0.8	-1.2	-0.3	-3.3	-5.6		39	-0.4	-0.4	-0.1	-0.1	0.1	-0.5		136	13.5	0.4	0.6	-0.5	1.6	2.2		2	-0.1	0.1	-0.1	-0.0	0.0	-0.0		
23	C	TIM SESTITO	njd	16	127	1.2	1.2	0.1	-0.6	-0.4	0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		14	-0.9	0.5	0.1	0.1	-0.1	0.6		
24	D	BRYCE SALVADOR	njd	40	637	4.0	4.0	0.5	-1.1	-2.8	0.6		8	-0.3	-0.3	-0.0	-0.1	0.0	-0.4		2	0.0	-0.3	0.1	-0.0	0.1	-0.1		157	-16.5	-1.4	0.7	0.8	-0.5	-0.4		
25	L	ROSTISLAV OLESZ	njd	10	102	-0.4	-0.4	0.1	-0.0	-0.4	-0.8		0	0.0	0.0	0.0	0.0	-0.0	-0.0		5	0.3	-0.2	0.1	-0.0	0.1	-0.1		7	-0.6	0.0	-0.2	0.0	-0.0	-0.1		
25	R	CAM JANSSEN	njd	24	121	0.8	0.8	-0.0	-0.4	-0.3	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
26	L	PATRIK ELIAS	njd	65	812	3.3	3.3	-0.0	0.1	-3.8	-0.3		33	0.6	0.6	0.0	-0.1	0.2	0.7		148	12.1	-2.2	-0.3	-0.0	1.9	-0.6		121	-10.9	0.7	-0.1	0.1	-0.5	0.3		
28	D	ANTON VOLCHENKOV	njd	56	734	3.4	3.4	0.8	-0.7	-3.0	0.5		1	0.1	0.1	0.0	-0.0	0.0	0.1		4	0.0	-0.4	0.1	0.0	0.1	-0.1		205	-19.8	-0.1	0.5	0.7	-0.7	0.4		
29	L	RYANE CLOWE	njd	43	593	3.7	3.7	0.5	-0.6	-2.6	1.0		7	0.1	0.1	0.0	-0.1	0.0	0.0		91	8.9	0.0	0.5	-0.4	1.0	1.1		0	0.0	0.1	0.0	-0.0	-0.0	0.1		
34	D	JON MERRILL	njd	52	851	2.2	2.2	-0.0	-1.2	-3.8	-2.7		34	-0.8	-0.8	-0.0	-0.2	0.2	-0.8		68	4.4	-2.2	0.1	0.2	0.6	-1.2		30	-2.5	0.5	-0.3	-0.0	-0.1	0.1		
68	R	JAROMIR JAGR	njd	82	1228	18.8	18.8	-1.6	1.4	-7.2	11.5		48	-1.2	-1.2	-0.3	-0.1	0.2	-1.4		227	19.6	-2.2	-0.6	-0.5	3.2	-0.1		1	-0.5	-0.4	-0.2	-0.1	0.0	-0.6		
3	D	TRAVIS HAMONIC	nyi	69	1336	3.7	3.7	0.7	0.5	-0.7	4.3		65	-1.4	-1.4	0.1	0.1	0.2	-1.1		78	6.7	-0.8	0.5	-0.5	0.4	-0.4		203	-19.6	-0.1	0.8	1.1	-2.1	-0.2		
4	D	RADEK MARTINEK	nyi	13	193	-0.9	-0.9	-0.3	-0.0	-0.0	-1.2		3	0.4	0.4	0.0	0.0	-0.0	0.4		0	0.0	-0.0	0.1	-0.0	0.0	0.0		1	0.1	0.3	-0.0	-0.0	-0.0	0.3		
7	D	MATT CARKNER	nyi	53	627	-3.2	-3.2	-0.3	-1.1	0.5	-4.0		2	0.0	0.0	0.0	-0.1	-0.0	-0.0		0	0.1	-0.0	0.0	-0.0	0.0	-0.0		16	-1.6	-0.1	-0.0	0.0	-0.2	-0.3		
11	D	LUBOMIR VISNOVSKY	nyi	24	369	5.6	5.6	-0.3	-0.5	-0.3	4.6		16	-0.2	-0.2	0.0	-0.2	0.0	-0.3		87	8.3	-0.1	-0.4	-0.2	0.0	-0.7		6	-0.2	0.4	-0.1	-0.0	-0.0	0.2		
12	C	JOSH BAILEY	nyi	77	977	7.1	7.1	1.0	0.1	-0.9	7.3		32	-0.5	-0.5	0.1	-0.3	-0.0	-0.8		122	11.9	0.2	0.4	-0.8	0.4	0.2		34	-4.9	-1.5	0.1	-0.0	-0.4	-1.9		
13	R	COLIN MCDONALD	nyi	70	824	-4.7	-4.7	1.5	-0.8	0.3	-3.7		3	0.1	0.1	-0.0	-0.0	0.0	0.1		26	1.1	-1.4	0.3	-0.1	0.2	-1.1		17	-1.0	0.6	-0.1	0.1	-0.2	0.4		
14	D	THOMAS HICKEY	nyi	82	1295	4.9	4.9	-0.1	-0.2	-0.2	4.4		56	0.4	0.4	-0.1	-0.2	-0.0	0.1		20	1.3	-0.7	0.3	-0.0	0.2	-0.2		157	-13.5	1.6	-0.1	0.9	-1.9	0.5		
15	R	CAL CLUTTERBUCK	nyi	73	813	1.0	1.0	1.2	0.2	-0.4	2.0		21	0.2	0.2	0.1	-0.1	0.1	0.3		81	7.6	-0.3	0.4	-0.4	0.3	0.1		129	-13.6	-1.1	0.3	1.1	-1.5	-1.2		
16	C	PETER REGIN	nyi	44	459	0.0	0.0	0.8	0.2	-0.1	0.9		3	-0.5	-0.5	0.0	0.1	0.0	-0.4		23	2.5	0.3	0.2	-0.2	0.0	0.3		31	-3.5	-0.4	0.0	0.2	-0.4	-0.6		
17	L	MATT MARTIN	nyi	79	865	-3.2	-3.2	1.3	-1.1	1.1	-1.9		0	0.0	-0.0	-0.0	0.0	-0.0	-0.0		20	2.2	0.2	0.1	-0.4	0.1	0.1		52	-4.9	0.1	0.1	0.2	-0.6	-0.2		
18	C	RYAN STROME	nyi	37	452	0.8	0.8	0.6	-0.6	0.1	0.8		16	0.2	0.2	-0.0	-0.1	-0.0	0.0		73	5.8	-1.3	0.2	-0.2	0.1	-1.1		0	-0.0	0.1	-0.1	0.0	-0.0	0.0		
21	R	KYLE OKPOSO	nyi	71	1091	-0.1	-0.1	-2.4	1.6	-0.1	-1.0		35	0.2	0.2	-0.0	-0.2	0.2	0.1		262	25.9	0.6	-0.9	0.3	0.4	0.4		11	-1.1	0.1	-0.0	-0.0	-0.1	-0.1		
24	D	KEVIN CZUCZMAN	nyi	13	211	-1.0	-1.0	0.0	-0.4	-0.1	-1.5		11	0.1	0.1	-0.0	-0.1	-0.0	-0.1		7	0.7	-0.0	0.2	-0.2	0.1	0.1		20	-2.4	-0.5	-0.1	0.1	-0.2	-0.7		
26	L	MATT MOULSON	nyi	11	157	-0.8	-0.8	-0.0	0.1	-0.0	-0.8		1	0.0	0.0	0.0	-0.0	0.0	0.0		33	4.5	1.3	-0.1	-0.1	-0.0	1.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
26	L	THOMAS VANEK	nyi	47	711	-0.8	-0.8	-2.2	1.5	0.1	-1.4		21	0.6	0.6	-0.1	-0.1	0.1	0.6		175	15.2	-1.7	-0.7	0.0	0.1	-2.3		0	-0.2	-0.1	0.0	-0.0	0.0	-0.1		
27	C	ANDERS LEE	nyi	22	272	2.9	2.9	-0.0	-0.2	-0.5	2.2		3	0.3	0.3	-0.0	-0.1	-0.0	0.2		56	5.1	-0.4	0.0	0.0	0.2	-0.2		0	0.0	0.1	-0.1	0.0	0.0	0.0		
28	C	JOHAN SUNDSTROM	nyi	11	90	0.6	0.6	-0.3	-0.1	0.1	0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		3	0.2	-0.1	0.2	0.0	0.1	0.1		0	-0.1	0.0	-0.0	-0.0	-0.0	-0.0		
29	C	BROCK NELSON	nyi	72	797	1.1	1.1	0.6	0.1	-0.2	1.6		24	0.0	0.0	0.0	-0.0	-0.0	-0.0		123	11.0	-0.9	0.3	-0.1	0.3	-0.4		57	-5.0	0.6	0.1	0.1	-0.6	0.2		
36	L	ERIC BOULTON	nyi	23	148	-0.5	-0.5	0.1	-0.8	0.2	-0.9		0	0.0	-0.0	0.0	-0.0	0.0	0.0		2	0.2	0.0	-0.0	-0.0	0.0	0.0		0	0.0	0.1	-0.0	0.0	-0.0	0.1		
37	D	BRIAN STRAIT	nyi	47	693	-4.5	-4.5	0.3	0.0	0.2	-4.0		16	0.3	0.3	0.0	0.1	0.1	0.4		3	0.1	-0.2	0.0	0.0	0.0	-0.2		115	-7.8	3.2	0.6	0.3	-1.3	2.8		
40	R	MICHAEL GRABNER	nyi	64	705	0.0	0.0	0.9	0.4	-0.8	0.5		47	0.0	0.0	0.1	0.1	0.2	0.5		15	0.7	-0.8	0.0	0.0	0.0	-0.7		127	-7.6	4.6	0.2	0.2	-1.6	3.5		
42	D	SCOTT MAYFIELD	nyi	5	77	-0.5	-0.5	0.2	0.1	0.1	-0.2		1	0.1	0.1	0.0	-0.1	-0.0	0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		6	-0.3	0.3	-0.2	0.0	-0.1	0.1		
43	L	MIKE HALMO	nyi	20	186	0.2	0.2	-0.4	-0.5	0.2	-0.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		4	0.2	-0.2	0.2	-0.0	0.0	0.0		1	-0.2	-0.1	-0.0	0.0	-0.0	-0.1		
